segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
1211,P334735,Rev,saa13,"[399, 422, 931, 1329]",2.15,True
1216,P334735,Obv,saa13,"[413, 1653, 933, 2555]",2.15,True
1220,P334647,Obv,saa13,"[562, 53, 966, 612]",3.68,True
1228,P334340,Obv,saa13,"[349, 76, 813, 957]",3.15,True
1230,P334340,Rev,saa13,"[346, 1293, 813, 2171]",3.15,True
1238,P237841,Obv,saa13,"[552, 193, 1061, 1195]",3.35,True
1244,P237841,Rev,saa13,"[541, 1816, 1050, 2818]",3.35,True
1246,P314310,Obv,saa13,"[343, 69, 840, 523]",2.03,True
1254,P314065,Obv,saa13,"[278, 70, 481, 367]",2.76,True
1267,P334251,Obv,saa13,"[356, 84, 733, 818]",2.76,True
1269,P334251,Rev,saa13,"[359, 1125, 736, 1854]",2.76,True
1272,P334752,Obv,saa13,"[311, 56, 764, 651]",3.56,True
1276,P334752,Rev,saa13,"[333, 921, 738, 1525]",3.56,True
1281,P334243,Obv,saa13,"[350, 77, 717, 735]",2.32,True
1283,P334243,Rev,saa13,"[343, 1057, 710, 1720]",2.32,True
1286,P334652,Obv,saa13,"[242, 74, 602, 556]",4.0,True
1294,P334064,Obv,saa13,"[617, 482, 1205, 1457]",1.93,True
1301,P334064,Rev,saa13,"[656, 2426, 1248, 3428]",1.93,True
1305,P334513,Obv,saa13,"[458, 52, 976, 944]",2.05,True
1310,P334513,Rev,saa13,"[464, 1168, 973, 2053]",2.05,True
1320,P334611,Obv,saa13,"[1116, 244, 1903, 1590]",1.49,True
1323,P334611,Rev,saa13,"[1140, 2031, 1917, 3377]",1.49,True
1327,P334815,Obv,saa13,"[266, 38, 724, 515]",3.04,True
1331,P334815,Rev,saa13,"[270, 726, 719, 1185]",3.04,True
1335,P334022,Obv,saa13,"[863, 121, 1434, 592]",2.33,True
1345,P314358,Obv,saa13,"[485, 433, 1254, 1198]",1.17,True
1348,P314358,Rev,saa13,"[501, 1575, 1257, 2350]",1.17,True
1350,P334061,Obv,saa13,"[330, 80, 1152, 954]",2.98,True
1354,P334061,Rev,saa13,"[330, 1318, 944, 2354]",2.98,True
1363,P238658,Rev,saa13,"[236, 284, 828, 556]",4.0,True
1374,P334423,Obv,saa13,"[1081, 351, 1946, 1505]",1.56,True
1378,P334423,Rev,saa13,"[1105, 1937, 1923, 3057]",1.56,True
1383,P237242,Obv,saa13,"[304, 70, 615, 603]",3.38,True
1391,P334414,Obv,saa13,"[930, 431, 1551, 1319]",2.9,True
1398,P334414,Rev,saa13,"[949, 2312, 1554, 3176]",2.9,True
1404,P313865,Obv,saa13,"[493, 60, 786, 585]",3.72,True
1413,P334391,Obv,saa13,"[857, 311, 1405, 1083]",2.12,True
1425,P334503,Obv,saa13,"[276, 301, 898, 670]",2.75,True
1428,P334503,Rev,saa13,"[272, 957, 888, 1328]",2.75,True
1433,P334368,Obv,saa13,"[287, 88, 576, 620]",3.2,True
1438,P334368,Rev,saa13,"[274, 1103, 567, 1637]",3.2,True
1443,P334524,Obv,saa13,"[324, 65, 745, 765]",1.99,True
1446,P334524,Rev,saa13,"[311, 1096, 745, 1803]",1.99,True
1449,P334420,Obv,saa13,"[915, 278, 1482, 905]",2.04,True
1454,P334420,Rev,saa13,"[918, 1216, 1482, 1861]",2.04,True
1460,P314334,Obv,saa13,"[311, 62, 615, 542]",1.77,True
1462,P314334,Rev,saa13,"[313, 838, 612, 1317]",1.77,True
1466,P334287,Obv,saa13,"[382, 89, 771, 785]",3.18,True
1469,P334287,Rev,saa13,"[384, 1114, 771, 1816]",3.18,True
1484,P313913,Rev,saa13,"[269, 59, 648, 246]",3.57,True
1486,P313913,Obv,saa13,"[251, 242, 654, 526]",3.57,True
1493,P314169,Obv,saa13,"[231, 91, 257, 126]",4.0,True
1503,P314315,Rev,saa13,"[391, 84, 965, 889]",2.54,True
1506,P314315,Obv,saa13,"[397, 1206, 973, 2020]",2.54,True
1510,P334516,Obv,saa13,"[397, 59, 910, 1037]",1.56,True
1514,P334516,Rev,saa13,"[397, 1443, 910, 2418]",1.56,True
1518,P334018,Obv,saa13,"[981, 284, 1555, 964]",2.28,True
1523,P334018,Rev,saa13,"[997, 1288, 1870, 1962]",2.28,True
1530,P334669,Obv,saa13,"[728, 467, 1321, 1008]",3.26,True
1534,P334669,Rev,saa13,"[718, 1432, 1310, 2000]",3.26,True
1540,P314220,Rev,saa13,"[253, 55, 684, 366]",1.92,True
1557,P334784,Rev,saa13,"[640, 408, 1136, 1032]",3.62,True
1560,P334784,Obv,saa13,"[633, 1340, 1146, 1981]",3.62,True
1567,P238356,Obv,saa13,"[695, 100, 1339, 1209]",2.94,True
1571,P238356,Rev,saa13,"[686, 1574, 1319, 2652]",2.94,True
1574,P334068,Obv,saa13,"[429, 127, 946, 1235]",2.58,True
1580,P334068,Rev,saa13,"[444, 1508, 935, 2593]",2.58,True
1585,P334796,Rev,saa13,"[249, 51, 704, 641]",2.43,True
1592,P314368,Obv,saa13,"[389, 378, 903, 1351]",1.98,True
1595,P314368,Rev,saa13,"[401, 1745, 957, 2699]",1.98,True
1597,P334480,Obv,saa13,"[611, 302, 1040, 1069]",2.22,True
1605,P334480,Rev,saa13,"[620, 1517, 1046, 2296]",2.22,True
1612,P334156,Obv,saa13,"[374, 334, 712, 945]",2.9,True
1616,P334156,Rev,saa13,"[397, 1599, 741, 2221]",2.9,True
1621,P334268,Rev,saa13,"[351, 287, 715, 963]",2.42,True
1627,P334268,Obv,saa13,"[351, 1750, 712, 2425]",2.42,True
1634,P314255,Obv,saa13,"[362, 55, 689, 551]",2.76,True
1636,P314255,Rev,saa13,"[377, 839, 672, 1351]",2.76,True
1639,P314074,Rev,saa13,"[24, 0, 347, 246]",2.82,True
1649,P236996,Obv,saa13,"[289, 97, 1079, 416]",2.71,True
1653,P236996,Rev,saa13,"[286, 1102, 1089, 1281]",2.71,True
1658,P334327,Obv,saa13,"[239, 55, 623, 672]",2.92,True
1661,P334327,Rev,saa13,"[235, 876, 618, 1498]",2.92,True
1664,P334011,Obv,saa13,"[237, 61, 609, 536]",3.43,True
1675,P334370,Obv,saa13,"[225, 70, 513, 577]",3.56,True
1678,P334370,Rev,saa13,"[232, 881, 518, 1387]",3.56,True
1683,P334015,Obv,saa13,"[275, 57, 741, 612]",3.57,True
1689,P334015,Rev,saa13,"[454, 1099, 737, 1627]",3.57,True
1695,P334585,Obv,saa13,"[454, 78, 798, 523]",2.22,True
1698,P334585,Rev,saa13,"[449, 945, 775, 1365]",2.22,True
1703,P334153,Obv,saa13,"[530, 114, 818, 563]",2.84,True
1713,P313929,Obv,saa13,"[369, 91, 595, 558]",2.29,True
1720,P334764,Rev,saa13,"[253, 49, 643, 456]",3.3,True
1724,P334764,Obv,saa13,"[264, 649, 640, 1054]",3.3,True
1730,P334593,Obv,saa13,"[945, 335, 1440, 1089]",2.08,True
1737,P334593,Rev,saa13,"[937, 1975, 1436, 2725]",2.08,True
1744,P313433,Obv,saa13,"[595, 566, 1134, 1464]",2.57,True
1755,P334021,Obv,saa13,"[650, 341, 1154, 1490]",2.04,True
1760,P334021,Rev,saa13,"[668, 2436, 1167, 3594]",2.04,True
1763,P334763,Obv,saa13,"[213, 55, 547, 471]",1.0,True
0,P313951,Rev,saa16,"[74, 58, 390, 591]",2.98,True
5,P334812,Obv,saa16,"[276, 56, 638, 538]",3.26,True
8,P334812,Rev,saa16,"[278, 767, 642, 1257]",3.26,True
13,P334549,Obv,saa16,"[298, 60, 750, 671]",2.45,True
19,P313485,Obv,saa16,"[514, 50, 957, 646]",2.95,True
24,P313485,Rev,saa16,"[507, 932, 967, 1528]",2.95,True
28,P313811,Obv,saa16,"[507, 150, 1041, 915]",2.49,True
32,P313811,Rev,saa16,"[517, 1225, 1023, 1953]",2.49,True
38,P334844,Obv,saa16,"[720, 47, 1811, 1064]",2.01,True
42,P334844,Rev,saa16,"[719, 1473, 1816, 2521]",2.01,True
49,P334112,Obv,saa16,"[286, 72, 891, 510]",3.06,True
52,P334112,Rev,saa16,"[449, 700, 722, 1112]",3.06,True
57,P314349,Rev,saa16,"[320, 303, 823, 1630]",1.58,True
61,P314349,Obv,saa16,"[333, 1964, 836, 3294]",1.58,True
62,P334749,Rev,saa16,"[310, 42, 715, 669]",2.7,True
73,P313461,Obv,saa16,"[823, 458, 1730, 1910]",3.16,True
78,P313461,Rev,saa16,"[856, 2695, 1697, 4056]",3.16,True
87,P334162,Obv,saa16,"[668, 182, 1088, 909]",2.18,True
90,P334162,Rev,saa16,"[663, 1305, 1053, 2008]",2.18,True
96,P334740,Obv,saa16,"[282, 70, 578, 576]",3.21,True
100,P334740,Rev,saa16,"[295, 860, 565, 1364]",3.21,True
103,P313963,Obv,saa16,"[473, 53, 732, 433]",2.51,True
114,P334855,Obv,saa16,"[619, 92, 961, 554]",2.75,True
117,P334855,Rev,saa16,"[641, 858, 958, 1291]",2.75,True
122,P334292,Obv,saa16,"[321, 258, 787, 1099]",2.16,True
126,P334292,Rev,saa16,"[335, 1374, 651, 2237]",2.16,True
129,P313604,Obv,saa16,"[589, 96, 996, 432]",2.32,True
151,P314269,Obv,saa16,"[301, 72, 470, 461]",2.67,True
160,P314066,Obv,saa16,"[45, 6, 300, 262]",2.96,True
175,P334034,Obv,saa16,"[573, 307, 953, 993]",2.68,True
179,P334034,Rev,saa16,"[577, 1205, 944, 1888]",2.68,True
186,P334416,Obv,saa16,"[1108, 267, 1895, 1219]",1.54,True
203,P314062,Obv,saa16,"[542, 67, 896, 584]",2.14,True
208,P313459,Obv,saa16,"[389, 96, 1335, 626]",2.32,True
214,P313459,Rev,saa16,"[419, 1456, 1342, 1981]",2.32,True
219,P313432,Obv,saa16,"[938, 360, 2050, 1505]",3.92,True
224,P313432,Rev,saa16,"[938, 1777, 2050, 2922]",3.92,True
231,P313577,Obv,saa16,"[618, 302, 1008, 745]",3.64,True
242,P314370,Obv,saa16,"[239, 235, 634, 623]",2.18,True
247,P334816,Obv,saa16,"[472, 29, 1404, 1207]",1.76,True
251,P334816,Rev,saa16,"[475, 1619, 1404, 2798]",1.76,True
254,P336787,Obv,saa16,"[97, 75, 297, 321]",1.69,True
265,P334627,Obv,saa16,"[298, 54, 807, 661]",2.92,True
274,P334811,Obv,saa16,"[274, 56, 724, 476]",3.07,True
276,P334811,Rev,saa16,"[273, 720, 723, 1122]",3.07,True
282,P334670,Obv,saa16,"[346, 61, 850, 645]",2.5,True
291,P313709,Obv,saa16,"[814, 258, 1210, 714]",2.4,True
296,P313709,Rev,saa16,"[816, 1246, 1209, 1703]",2.4,True
300,P334522,Obv,saa16,"[346, 52, 909, 715]",2.94,True
303,P334522,Rev,saa16,"[343, 1003, 911, 1664]",2.94,True
327,P314162,Obv,saa16,"[19, 5, 375, 407]",2.23,True
334,P334853,Rev,saa16,"[547, 61, 977, 942]",1.81,True
338,P334853,Obv,saa16,"[542, 1265, 1022, 2147]",1.81,True
342,P313685,Rev,saa16,"[21, 9, 372, 244]",2.96,True
354,P313565,Obv,saa16,"[352, 51, 863, 697]",2.66,True
356,P313565,Rev,saa16,"[360, 1033, 855, 1705]",2.66,True
359,P314179,Obv,saa16,"[399, 12, 609, 384]",1.81,True
369,P313795,Obv,saa16,"[543, 191, 887, 691]",1.51,True
371,P313795,Rev,saa16,"[535, 1007, 899, 1488]",1.51,True
386,P334425,Rev,saa16,"[524, 1386, 1090, 2254]",0.94,True
389,P313674,Obv,saa16,"[71, 3, 326, 471]",2.72,True
394,P334352,Obv,saa16,"[902, 263, 1565, 1744]",1.56,True
404,P313524,Rev,saa16,"[5, 0, 502, 704]",2.1,True
409,P334691,Obv,saa16,"[523, 64, 825, 646]",2.99,True
414,P334691,Rev,saa16,"[521, 870, 821, 1428]",2.99,True
417,P313641,Obv,saa16,"[270, 76, 700, 517]",4.0,True
421,P313641,Rev,saa16,"[261, 781, 662, 1232]",4.0,True
425,P238494,Obv,saa16,"[277, 68, 856, 464]",2.99,True
430,P238494,Rev,saa16,"[278, 1236, 845, 1644]",2.99,True
435,P313704,Obv,saa16,"[666, 236, 1183, 909]",3.18,True
437,P313704,Rev,saa16,"[663, 1243, 1183, 1928]",3.18,True
442,P313429,Obv,saa16,"[627, 168, 1285, 1294]",2.14,True
448,P313429,Rev,saa16,"[608, 2480, 1286, 3621]",2.14,True
453,P314379,Obv,saa16,"[397, 362, 1077, 1526]",2.13,True
456,P314379,Rev,saa16,"[428, 1921, 1099, 3097]",2.13,True
457,P313869,Obv,saa16,"[384, 58, 728, 730]",3.0,True
461,P313869,Rev,saa16,"[376, 989, 731, 1812]",3.0,True
467,P334132,Obv,saa16,"[553, 293, 990, 1007]",2.38,True
471,P334132,Rev,saa16,"[570, 1219, 1007, 2138]",2.38,True
477,P334808,Obv,saa16,"[276, 60, 770, 540]",2.93,True
480,P334808,Rev,saa16,"[282, 787, 771, 1275]",2.93,True
486,P314303,Obv,saa16,"[294, 94, 775, 450]",2.68,True
503,P334393,Obv,saa16,"[968, 238, 1638, 1281]",2.12,True
511,P334393,Rev,saa16,"[946, 2280, 1647, 3364]",2.12,True
528,P334550,Obv,saa16,"[474, 362, 1301, 1356]",1.27,True
530,P334550,Rev,saa16,"[496, 1744, 1312, 2736]",1.27,True
542,P334860,Obv,saa16,"[277, 69, 456, 490]",3.06,True
549,P336778,Rev,saa16,"[879, 456, 2230, 1174]",1.77,True
556,P336778,Obv,saa16,"[884, 2236, 2233, 2935]",1.77,True
561,P314154,Obv,saa16,"[14, 0, 270, 556]",1.42,True
567,P334495,Obv,saa16,"[259, 77, 783, 804]",2.45,True
575,P334191,Obv,saa16,"[414, 302, 945, 691]",2.44,True
580,P314271,Obv,saa16,"[106, 54, 345, 330]",4.0,True
589,P334325,Obv,saa16,"[411, 61, 1127, 1096]",2.35,True
592,P334325,Rev,saa16,"[418, 1466, 1140, 2482]",2.35,True
597,P313566,Obv,saa16,"[356, 55, 893, 1082]",2.49,True
604,P334541,Obv,saa16,"[295, 161, 539, 554]",4.0,True
615,P334309,Obv,saa16,"[735, 517, 2175, 1262]",1.37,True
622,P334309,Rev,saa16,"[762, 2226, 2184, 2967]",1.37,True
626,P334702,Obv,saa16,"[315, 54, 676, 613]",2.43,True
633,P334639,Obv,saa16,"[281, 42, 775, 508]",2.6,True
637,P334639,Rev,saa16,"[285, 745, 774, 1229]",2.6,True
640,P334552,Obv,saa16,"[324, 54, 681, 785]",3.59,True
644,P334552,Rev,saa16,"[317, 996, 674, 1731]",3.59,True
649,P314386,Rev,saa16,"[353, 341, 1172, 1234]",2.22,True
652,P314386,Obv,saa16,"[388, 1609, 1209, 2461]",2.22,True
653,P313562,Obv,saa16,"[341, 72, 712, 643]",1.96,True
663,P314372,Obv,saa16,"[275, 307, 723, 816]",2.3,True
665,P314372,Rev,saa16,"[295, 1107, 717, 1597]",2.3,True
670,P314331,Rev,saa16,"[294, 916, 650, 1534]",1.97,True
673,P334225,Obv,saa16,"[370, 100, 770, 841]",3.01,True
681,P334225,Rev,saa16,"[364, 1627, 770, 2360]",3.01,True
686,P313605,Obv,saa16,"[339, 62, 747, 597]",2.7,True
694,P313850,Obv,saa16,"[302, 74, 580, 812]",1.92,True
696,P313850,Rev,saa16,"[299, 1084, 585, 1814]",1.92,True
711,P314069,Obv,saa16,"[82, 59, 338, 500]",1.53,True
716,P313953,Obv,saa16,"[653, 72, 1081, 1409]",1.2,True
720,P313953,Rev,saa16,"[625, 1827, 1053, 3120]",1.2,True
734,P336784,Obv,saa16,"[359, 58, 762, 831]",2.63,True
738,P336784,Rev,saa16,"[363, 1181, 751, 1935]",2.63,True
743,P313468,Obv,saa16,"[631, 68, 1008, 743]",2.6,True
748,P313468,Rev,saa16,"[635, 1029, 1017, 1696]",2.6,True
753,P334551,Rev,saa16,"[443, 84, 1043, 1037]",2.94,True
756,P334551,Obv,saa16,"[447, 1360, 1021, 2275]",2.94,True
761,P334366,Obv,saa16,"[595, 275, 1183, 784]",4.0,True
767,P334742,Obv,saa16,"[395, 60, 1022, 1162]",2.22,True
771,P334742,Rev,saa16,"[388, 1618, 1016, 2714]",2.22,True
778,P314104,Obv,saa16,"[394, 187, 700, 493]",2.22,True
780,P314104,Rev,saa16,"[386, 731, 701, 1078]",2.22,True
787,P334283,Obv,saa16,"[464, 383, 1198, 1654]",1.48,True
790,P334283,Rev,saa16,"[467, 1991, 1198, 3254]",1.48,True
791,P334221,Obv,saa16,"[276, 69, 628, 672]",2.94,True
798,P336781,Obv,saa16,"[88, 56, 315, 426]",1.1,True
807,P334753,Rev,saa16,"[281, 61, 687, 386]",2.81,True
810,P334753,Obv,saa16,"[282, 657, 688, 990]",2.81,True
818,P334707,Obv,saa16,"[222, 63, 579, 724]",3.2,True
820,P334707,Rev,saa16,"[231, 895, 587, 1553]",3.2,True
824,P334131,Obv,saa16,"[539, 222, 840, 749]",4.0,True
831,P334131,Rev,saa16,"[551, 1003, 849, 1532]",4.0,True
835,P334134,Obv,saa16,"[484, 230, 897, 889]",2.09,True
844,P314107,Obv,saa16,"[202, 63, 341, 479]",2.86,True
851,P313593,Obv,saa16,"[441, 123, 1282, 523]",2.12,True
857,P313593,Rev,saa16,"[453, 1423, 1301, 1785]",2.12,True
863,P336802,Obv,saa16,"[1071, 647, 1917, 2058]",1.28,True
867,P336802,Rev,saa16,"[1060, 2452, 1923, 3870]",1.28,True
880,P314344,Obv,saa16,"[387, 52, 817, 510]",2.4,True
884,P314344,Rev,saa16,"[378, 876, 833, 1351]",2.4,True
888,P334545,Obv,saa16,"[306, 60, 818, 495]",2.47,True
891,P334545,Rev,saa16,"[312, 785, 817, 1237]",2.47,True
898,P334089,Obv,saa16,"[401, 92, 673, 589]",3.65,True
902,P334089,Rev,saa16,"[410, 900, 668, 1395]",3.65,True
908,P314145,Obv,saa16,"[409, 72, 816, 780]",1.46,True
911,P314145,Rev,saa16,"[447, 1088, 816, 1799]",1.46,True
918,P334666,Obv,saa16,"[875, 177, 1603, 1279]",3.12,True
923,P334666,Rev,saa16,"[896, 2334, 1587, 3405]",3.12,True
933,P334365,Obv,saa16,"[448, 66, 854, 674]",2.39,True
939,P313633,Obv,saa16,"[226, 60, 492, 485]",2.75,True
950,P334154,Obv,saa16,"[1370, 245, 2342, 2052]",1.57,True
956,P334154,Rev,saa16,"[1398, 3510, 2348, 5322]",1.57,True
963,P313597,Obv,saa16,"[677, 67, 1092, 644]",2.93,True
966,P313597,Rev,saa16,"[699, 1242, 1120, 1794]",2.93,True
982,P334133,Obv,saa16,"[1057, 310, 1705, 1443]",1.16,True
988,P334590,Obv,saa16,"[288, 47, 740, 541]",2.9,True
992,P334590,Rev,saa16,"[288, 808, 740, 1280]",2.9,True
996,P314345,Obv,saa16,"[263, 49, 691, 514]",3.02,True
999,P314345,Rev,saa16,"[265, 744, 691, 1211]",3.02,True
1004,P334599,Obv,saa16,"[503, 464, 1453, 1662]",1.35,True
1007,P334599,Rev,saa16,"[533, 2055, 1469, 3256]",1.35,True
1008,P334161,Obv,saa16,"[451, 137, 1414, 748]",2.25,True
1014,P334161,Rev,saa16,"[485, 1380, 1395, 1976]",2.25,True
1019,P334850,Obv,saa16,"[873, 199, 1232, 1253]",2.19,True
1024,P334850,Rev,saa16,"[884, 1646, 1231, 2719]",2.19,True
1028,P313950,Rev,saa16,"[50, 50, 355, 473]",3.15,True
1031,P313950,Obv,saa16,"[65, 489, 365, 630]",3.15,True
1035,P334192,Obv,saa16,"[179, 5, 509, 574]",2.39,True
1038,P334192,Rev,saa16,"[188, 736, 515, 1303]",2.39,True
1042,P334086,Obv,saa16,"[424, 100, 749, 677]",3.5,True
1049,P334086,Rev,saa16,"[409, 1165, 741, 1745]",3.5,True
1054,P314319,Obv,saa16,"[388, 90, 650, 524]",2.77,True
1058,P314319,Rev,saa16,"[392, 855, 665, 1272]",2.77,True
1072,P334765,Obv,saa16,"[241, 53, 674, 483]",3.14,True
1076,P334765,Rev,saa16,"[244, 687, 673, 1107]",3.14,True
1084,P334758,Obv,saa16,"[278, 52, 682, 456]",2.47,True
1094,P314387,Obv,saa16,"[268, 231, 705, 653]",1.34,True
1097,P334813,Obv,saa16,"[343, 86, 756, 852]",3.59,True
1101,P334813,Rev,saa16,"[345, 1139, 754, 1901]",3.59,True
1104,P314109,Obv,saa16,"[346, 55, 664, 550]",1.1,True
1113,P334818,Obv,saa16,"[336, 359, 994, 1666]",2.32,True
1116,P334818,Rev,saa16,"[338, 1988, 1005, 3293]",2.32,True
1118,P313678,Obv,saa16,"[236, 73, 613, 334]",1.08,True
1127,P313888,Obv,saa16,"[311, 59, 812, 695]",3.33,True
1129,P313888,Rev,saa16,"[313, 933, 812, 1582]",3.33,True
1134,P313805,Obv,saa16,"[815, 177, 1320, 556]",2.61,True
1138,P313805,Rev,saa16,"[835, 911, 1318, 1303]",2.61,True
1142,P314339,Obv,saa16,"[370, 60, 865, 1192]",3.43,True
1146,P314339,Rev,saa16,"[367, 1537, 859, 2335]",3.43,True
1151,P334762,Obv,saa16,"[232, 55, 634, 423]",2.67,True
1162,P334788,Obv,saa16,"[0, 0, 1646, 2015]",0.87,True
1184,P313668,Obv,saa16,"[740, 259, 1275, 792]",3.28,True
1187,P313668,Rev,saa16,"[769, 1198, 1258, 1668]",3.28,True
1192,P334402,Obv,saa16,"[664, 357, 1212, 888]",1.9,True
1197,P334402,Rev,saa16,"[674, 1726, 1222, 2287]",1.9,True
1201,P334517,Obv,saa16,"[55, 51, 491, 320]",2.35,True
1214,P334662,Obv,saa16,"[653, 310, 1190, 852]",2.3,True
1218,P334662,Rev,saa16,"[681, 1206, 1209, 1699]",2.3,True
1225,P334659,Obv,saa16,"[549, 518, 1287, 837]",2.43,True
1230,P334659,Rev,saa16,"[607, 1880, 1298, 2249]",2.43,True
1233,P314359,Obv,saa16,"[396, 404, 831, 1314]",1.76,True
1253,P313681,Obv,saa16,"[604, 202, 1228, 1006]",2.35,True
1259,P314161,Obv,saa16,"[455, 75, 636, 513]",3.48,True
1265,P314161,Rev,saa16,"[458, 719, 647, 1153]",3.48,True
1268,P313495,Obv,saa16,"[641, 250, 1539, 1652]",2.11,True
1272,P313495,Rev,saa16,"[651, 2010, 1516, 3419]",2.11,True
1277,P334033,Obv,saa16,"[724, 102, 1289, 1161]",2.05,True
1284,P334033,Rev,saa16,"[736, 2063, 1301, 3127]",2.05,True
1289,P336177,Obv,saa16,"[510, 49, 1032, 1202]",2.35,True
1292,P336177,Rev,saa16,"[506, 1498, 1043, 2663]",2.35,True
1296,P313488,Obv,saa16,"[394, 294, 895, 907]",3.38,True
1305,P334845,Rev,saa16,"[316, 290, 841, 964]",2.68,True
1311,P334845,Obv,saa16,"[319, 1530, 835, 2199]",2.68,True
1317,P313765,Obv,saa16,"[637, 259, 1089, 737]",2.95,True
1322,P313765,Rev,saa16,"[614, 1411, 1062, 1924]",2.95,True
1326,P313841,Obv,saa16,"[382, 60, 812, 599]",1.93,True
1332,P313841,Rev,saa16,"[386, 859, 812, 1355]",1.93,True
1338,P334608,Obv,saa16,"[455, 86, 880, 899]",4.0,True
1346,P334608,Rev,saa16,"[444, 1383, 874, 2188]",4.0,True
1353,P313707,Rev,saa16,"[514, 989, 896, 1489]",1.1,True
1358,P334286,Obv,saa16,"[292, 49, 659, 673]",2.25,True
1361,P334286,Rev,saa16,"[314, 904, 664, 1524]",2.25,True
1366,P334492,Obv,saa16,"[544, 306, 863, 822]",2.64,True
1374,P334492,Rev,saa16,"[560, 1575, 874, 2102]",2.64,True
1381,P313424,Obv,saa16,"[885, 333, 1460, 1235]",1.98,True
1386,P313424,Rev,saa16,"[855, 1835, 1438, 2748]",1.98,True
1393,P334433,Obv,saa16,"[701, 130, 1295, 1107]",2.54,True
1397,P334433,Rev,saa16,"[706, 1373, 1307, 2347]",2.54,True
1404,P334382,Obv,saa16,"[903, 357, 1477, 1321]",2.2,True
1410,P334382,Rev,saa16,"[892, 1688, 1470, 2653]",2.2,True
1413,P314159,Rev,saa16,"[228, 15, 400, 262]",3.43,True
1418,P314159,Obv,saa16,"[215, 504, 405, 744]",3.43,True
1423,P314168,Obv,saa16,"[265, 57, 378, 385]",3.23,True
1432,P313528,Obv,saa16,"[246, 56, 811, 424]",2.51,True
1442,P336785,Obv,saa16,"[631, 73, 979, 609]",1.27,True
1447,P334506,Obv,saa16,"[916, 234, 1457, 821]",1.97,True
1455,P334506,Rev,saa16,"[909, 1149, 1499, 1763]",1.97,True
1459,P314038,Obv,saa16,"[446, 89, 657, 672]",2.54,True
1465,P314038,Rev,saa16,"[455, 1008, 670, 1568]",2.54,True
1468,P334833,Rev,saa16,"[480, 71, 975, 1047]",2.2,True
1471,P334833,Obv,saa16,"[499, 1469, 1069, 2509]",2.2,True
1477,P313767,Rev,saa16,"[248, 68, 551, 461]",3.58,True
1480,P313767,Obv,saa16,"[262, 627, 548, 1028]",3.58,True
1484,P334640,Obv,saa16,"[303, 56, 775, 616]",1.98,True
1487,P334640,Rev,saa16,"[309, 864, 777, 1416]",1.98,True
1490,P313533,Obv,saa16,"[13, 0, 417, 423]",4.0,True
1499,P313563,Obv,saa16,"[320, 57, 951, 935]",3.98,True
1503,P313563,Rev,saa16,"[317, 1216, 946, 2083]",3.98,True
1506,P313664,Obv,saa16,"[162, 147, 939, 1041]",2.47,True
1514,P336783,Obv,saa16,"[554, 259, 829, 684]",1.86,True
1517,P336783,Rev,saa16,"[549, 930, 843, 1333]",1.86,True
1522,P334898,Obv,saa16,"[452, 458, 809, 1247]",2.73,True
1525,P334898,Rev,saa16,"[446, 1613, 800, 2387]",2.73,True
1531,P314182,Obv,saa16,"[225, 209, 493, 566]",2.85,True
1534,P314182,Rev,saa16,"[244, 837, 498, 1176]",2.85,True
1541,P313791,Rev,saa16,"[118, 143, 502, 698]",2.28,True
1546,P313982,Obv,saa16,"[325, 103, 501, 483]",3.07,True
1551,P313690,Obv,saa16,"[35, 3, 478, 428]",2.89,True
1560,P334589,Obv,saa16,"[1547, 315, 2466, 1962]",1.46,True
1566,P334589,Rev,saa16,"[1515, 3034, 2421, 4667]",1.46,True
1570,P314204,Obv,saa16,"[327, 56, 514, 586]",1.33,True
1573,P314204,Rev,saa16,"[290, 859, 535, 1363]",1.33,True
1577,P313901,Obv,saa16,"[499, 58, 860, 525]",2.95,True
1593,P314224,Obv,saa16,"[313, 48, 679, 444]",2.92,True
1601,P334429,Obv,saa16,"[889, 269, 1535, 1070]",3.22,True
1609,P334429,Rev,saa16,"[908, 1927, 1530, 2712]",3.22,True
1613,P334823,Rev,saa16,"[54, 45, 362, 386]",2.57,True
1625,P334306,Obv,saa16,"[319, 249, 666, 995]",3.41,True
1632,P334306,Rev,saa16,"[322, 1515, 669, 2261]",3.41,True
1637,P313882,Obv,saa16,"[222, 49, 628, 462]",3.06,True
1644,P314222,Obv,saa16,"[463, 58, 737, 659]",2.0,True
1652,P334737,Obv,saa16,"[375, 63, 800, 883]",3.15,True
1655,P334737,Rev,saa16,"[381, 1231, 788, 2047]",3.15,True
1658,P314050,Obv,saa16,"[0, 3, 280, 520]",2.03,True
1664,P334862,Obv,saa16,"[331, 61, 840, 535]",2.81,True
1668,P334862,Rev,saa16,"[321, 1055, 820, 1528]",2.81,True
1672,P334035,Obv,saa16,"[1305, 226, 2059, 1659]",1.44,True
1680,P334035,Rev,saa16,"[1340, 2883, 2100, 4316]",1.44,True
1688,P334624,Obv,saa16,"[766, 95, 1439, 870]",3.13,True
1694,P314123,Obv,saa16,"[264, 174, 429, 462]",2.9,True
1699,P314123,Rev,saa16,"[246, 632, 427, 905]",2.9,True
1706,P334819,Rev,saa16,"[468, 422, 1313, 1674]",1.43,True
1708,P334819,Obv,saa16,"[496, 2075, 1325, 3337]",1.43,True
